Species,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact
arabica,Taiwan,如璽有機咖啡莊園,"2024 Sustainable Specialty Coffee Farm Awards,S051",如璽有機咖啡莊園,,Taiwan Coffee Laboratory,1050,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","張永璽 CHANG,YUNG-HIS",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,8.25,8.17,8.08,8,7.83,7.92,10,10,10,8,0,86.25,10.20%,0 full defects,0,Brown,1 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Ethiopia,Azeb Tadesse Wet-Dry Station,K 32037,Azeb Tadesse Wet-Dry Station,010-0218-0098,,2070,Kochere,Azeb Tadesse,300,30 kg,METAD Agricultural Development plc,2023 / 2024,"May 20th, 2024",Sojitz corporation,Ethiopian Heirlooms,Completed,Natural / Dry,8,8.17,8,8.08,8,8,10,10,10,8,0,86.25,10%,0 full defects,1,yellow Green,2 full defects,,"May 20th, 2025",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196"
arabica,Thailand,Doi Tung Development Project,Typica Honey Process: ICP Rank 1 (2024),Doi Tung Development Project,,Mae Fah Luang Foundation/ Doi Tung Development Project,1200,"Mae Fah Luang, Chiang Rai",Tanawith Thirintong,1,10 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Sitthinadda Paphavasit,Typica,Completed,Pulped natural / honey,8.17,8.17,8,8,7.67,8.08,10,10,10,8.17,0,86.25,10.40%,0 full defects,2,Green,0 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Taiwan,Heliu Coffee Manor何留咖啡莊園,2024花蓮縣第8屆精品咖啡評鑑批次,Heliu Coffee Manor何留咖啡莊園,,Taiwan Coffee Laboratory,820,花蓮縣萬榮鄉 Hualien County Wanrong Township,林金光 ( Lin jin-guang ),1,40 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 4th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,8,8.08,7.92,8,8,8,10,10,10,8.17,0,86.17,9%,0 full defects,0,Yellow-Green,0 full defects,,"October 4th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Kenya,KIAMUTUIRA,KIAMUTUIRA. AA,KIRINYAGA UNION,,Rockbern Coffee Group Ltd,1620,KIRINYAGA,MUTIRA COOPERATIVE,68,60 kg,Kenya Coffee Traders Association,2024 / 2025,"March 25th, 2025",Rockbern Coffee Group Ltd,SL28,Completed,Washed / Wet,8.08,8.08,8,7.92,8,8,10,10,10,8,0,86.08,11%,0 full defects,0,Green,2 full defects,,"March 25th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
arabica,Taiwan,大鋤花間咖啡生態農場(Dachu Coffee Estate),2024臺南市國產精品咖啡評鑑批次,大鋤花間咖啡生態農場(Dachu Coffee Estate),,Taiwan Coffee Laboratory,750,"台南市東山區 Dongshan Dist., Tainan City","郭雅聰(KUO,YA-TSUNG）",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023 / 2024,"July 22nd, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,8.08,8,8.17,7.75,7.83,7.92,10,10,10,8.33,0,86.08,10.50%,0 full defects,0,Green,0 full defects,,"July 22nd, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,SOFT Coffee,May Big Lot,Mogoju Bean,,SOFT Coffee,1200-1400,"Omkoi, Chiang Mai",Wish Junprasert,22,25 kg,Coffee Quality Institute,2023 / 2024,"July 12th, 2024",Wish Junprasert,Catimor,Completed,Washed / Wet,7.92,8.17,7.92,8.08,8.08,7.83,10,10,10,8.08,0,86.08,10%,0 full defects,0,,3 full defects,,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Taiwan,鄉庭有機咖啡莊園 (Siang-Ting Organic Farm),1,鄉庭有機咖啡莊園 (Siang-Ting Organic Farm),,Taiwan Coffee Laboratory,130-150,"花蓮縣壽豐鄉 Hualien County, Shoufeng Township",張進義 (Chang Jin-Yi),15,10 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023 / 2024,"October 4th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica+ Geisha,Completed,Pulped natural / honey,7.92,8,8,8.08,8,8,10,10,10,8.08,0,86.08,11.70%,0 full defects,0,Greenish,0 full defects,,"October 4th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Ethiopia,Idido,Idido,Idido,010/0402/0074,Taiwan Coffee Laboratory,1973,Yirgacheffe,Primrose,317,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"November 27th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,74110、74112、74165,Completed,Washed / Wet,8.17,8.08,7.92,7.92,8,8,10,10,10,8,0,86.08,10.10%,0 full defects,0,Bluish-Green,3 full defects,,"November 27th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Tua Changaroon,TCE,Big Black Box Dry Mill Plant,,"143,Chae Son, Mueang Pan ,Lampang, 52240",1100,"Chae Son, Mueang Pan, Lampang",Tua Changaroon,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Tua Changaroon,Gesha,Completed,Pulped natural / honey,8.17,8.17,8,7.92,8.25,7.67,10,10,10,7.83,0,86,10%,0 full defects,0,,3 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Kenya,KIAMUGUMO COFFEE FACTORY,SAINST 108195 - KE5518,KIRINYAGA MILL,,C.DORMAN SEZ LTD,1800,KIRINYAGA,NEW NGARIAMA F. C. S. LTD,190,60 kg,Kenya Coffee Traders Association,2024 / 2025,"February 25th, 2025",Gilbert Maina,SL28,Completed,Washed / Wet,8.25,8,7.92,7.83,8,8,10,10,10,8,0,86,11%,0 full defects,0,Green,2 full defects,,"February 25th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
arabica,Thailand,Phongsathorn Woeicheku,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"294,Huai Chomphu, Mueang Chiang Rai ,Chiang Rai, 57000",1300,"Huai Chomphu, Mueang Chiang Rai, Chiang Rai",Phongsathorn Woeicheku,3,20 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Phongsathorn Woeicheku,"Mixed: Typica, Bourbon, Catimor, Catuai",Completed,Natural / Dry,7.75,8,8.08,8.08,8.17,7.92,10,10,10,7.92,0,85.92,10.10%,0 full defects,0,,2 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,El Salvador,El Corozo,1,Cooperativa Cuzcachapa de R.L,Amni - 23 - 6018,Instituto Salvadoreño del Café,1800,Apaneca - Ilamatepec,Fernando Antonio Lima,121,30 kg,Instituto Salvadoreño del Café,2023 / 2024,"July 12th, 2024",Carlos Roberto Guillen Castro,Bourbon,Completed,Washed / Wet,8.33,8.08,8.08,8,7.83,7.75,10,10,10,7.83,0,85.92,12%,0 full defects,0,Green,1 full defects,,"July 12th, 2025",Instituto Salvadoreño del Café,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Carlos Guillen - (503) 2505-6600
arabica,Thailand,Doi Tung Development Project,Gayo 23/24 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1300-1500,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2023 / 2024,"June 26th, 2024",Doi Tung Development Project,Gayo,Completed,Washed / Wet,8,7.92,7.83,8.17,8,8,10,10,10,8,0,85.92,11%,0 full defects,0,Green,0 full defects,,"June 26th, 2025",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
arabica,Taiwan,櫻桃果古坑咖啡莊園 GuKeng Coffee Berries Manor,"2024 Sustainable Specialty Coffee Farm Awards,S007",櫻桃果古坑咖啡莊園 GuKeng Coffee Berries Manor,,Taiwan Coffee Laboratory,1000,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","王瀅惠 WANG,YING-HUI",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Washed / Wet,8,8.08,7.92,8,7.92,8,10,10,10,8,0,85.92,10.80%,0 full defects,0,Green,1 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Nancoff,May Big Lot,Nancoff,,Independent,1300,"Doi Suan Ya Luang, Nan",Tanagrit Rungpokinan,50,20 kg,Coffee Quality Institute,2023 / 2024,"July 12th, 2024",Tanagrit Rungpokinan,Catimor,Completed,Natural / Dry,7.83,8.25,8.08,7.92,7.92,7.92,10,10,10,8,0,85.92,9%,0 full defects,0,,1 full defects,,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Doi Tung Development Project,Caturra 23/24 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1200-1580,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2023 / 2024,"June 26th, 2024",Doi Tung Development Project,Caturra,Completed,Washed / Wet,7.75,8.17,8,7.83,8.08,8,10,10,10,8,0,85.83,9.90%,0 full defects,0,Green,0 full defects,,"June 26th, 2025",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
arabica,Colombia,Villa Betulia,23-320,DRY,3/1869/00320,Kimbo S.P.A.,1600,Huila,Luis Anibal Calderon,3,35 kg,IMPERATOR SRL - Green Trading Company,2023 / 2024,"November 20th, 2024",alessandro marconicchio,Caturra,Completed,Natural / Dry,7.58,8.42,7.92,7.92,8.08,7.75,10,10,10,8.17,0,85.83,10.40%,0 full defects,0,Fermented orange,3 full defects,,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
arabica,Colombia,La Paz,41.22,DRY,3/0659/00108,Kimbo S.P.A.,1600,"Oporapa, Hulia",Eduardo Rojas,3,35 kg,IMPERATOR SRL - Green Trading Company,2023 / 2024,"November 20th, 2024",alessandro marconicchio,Pink Bourbon,Completed,Natural / Dry,7.92,8.17,7.67,8,8.08,8,10,10,10,8,0,85.83,10.30%,0 full defects,0,Pale - yellow,0 full defects,,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
arabica,Panama,Bajo Mono,blend002,wet mill,29-73-0053,Kimbo S.P.A.,1400-1600,Bajo Mono,Stefan Arwed Müller,3,35 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,"Geisha, Maragogipe, Pacamara, Bourbon Red, orange and Pink, SL28, Catuai, Yellow Catuai, Caturra.",Completed,intrinsic cherry,7.92,8.25,7.92,8.25,7.75,7.75,10,10,10,8,0,85.83,11.70%,0 full defects,0,yellowish,0 full defects,,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
arabica,Taiwan,泥妲咖啡(Nita Coffee Manor),2024花蓮縣第8屆精品咖啡評鑑批次,泥妲咖啡(Nita Coffee Manor),,Taiwan Coffee Laboratory,300-600,"花蓮縣秀林鄉 Hualien County,Show Linxia Township","戴豐秋 (Dai,fong-ciou)",1,20 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 4th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.83,8,8,8.08,7.92,8,10,10,10,8,0,85.83,11.40%,0 full defects,0,Green,1 full defects,,"October 4th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,樁萱巫師咖啡莊園 Zhuang Xuan Yoifo Coffee,"2024 Sustainable Specialty Coffee Farm Awards,S123",樁萱巫師咖啡莊園 Zhuang Xuan Yoifo Coffee,,Taiwan Coffee Laboratory,1200,"嘉義縣阿里山鄉Alishan Township, Chiayi County","莊家祺 CHUANG, CHIA-CHI",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.92,8.08,8.08,7.92,7.92,7.92,10,10,10,7.92,0,85.75,10.40%,0 full defects,0,Bluish-Green,1 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Queen of coffee,May Big Lot,AAA farm,,Queen Coffee Thailand,1320,"Doi Wawee, Chiang Rai",Thaisang Sae-jang,18,39 kg,Coffee Quality Institute,2023 / 2024,"July 12th, 2024",Thaisang Sae-jang,Catimor,Completed,Natural / Dry,8,8,7.83,8,8,7.92,10,10,10,8,0,85.75,8.90%,0 full defects,0,,0 full defects,,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Taiwan,嵩岳咖啡莊園 Songyue coffee manor,"2024 Sustainable Specialty Coffee Farm Awards,S114",嵩岳咖啡莊園 Songyue coffee manor,,Taiwan Coffee Laboratory,1200,"雲林縣古坑鄉 Gukeng Township, Yunlin County","郭亮志 KUO, LIANG-CHIH",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,8.08,8.08,7.92,7.83,7.83,7.92,10,10,10,8.08,0,85.75,10%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Doi Tung Development Project,Java 23/24 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1300-1500,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2023 / 2024,"June 26th, 2024",Doi Tung Development Project,Java,Completed,Washed / Wet,8.17,8,7.83,8.08,7.92,7.92,10,10,10,7.83,0,85.75,11.70%,0 full defects,0,Green,0 full defects,,"June 26th, 2025",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
arabica,Thailand,Wimolrut Chaidetsrisakun,TCE,Big Black Box Dry Mill Plant,,"95 ,Moo. 27,Wawi, Mae Suai ,Chiang Rai, 57180",1400,"Mae Suai ,Chiang Rai",Wimolrut Chaidetsrisakun,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Wimolrut Chaidetsrisakun,Catimor,Completed,Pulped natural / honey,8.25,8,7.75,8,7.92,7.83,10,10,10,8,0,85.75,10.50%,0 full defects,0,,2 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Kenya,KAMWANGI,KAMWANGI,KIRINYAGA UNION MILL,,Rockbern Coffee Group Ltd,1560,KIRINYAGA,NEW NGARIAMA COOP,64,60 kg,Kenya Coffee Traders Association,2020 / 2021,"April 1st, 2025",Rockbern Coffee Group Ltd,SL28,Completed,Washed / Wet,8,8,7.92,7.92,8,7.92,10,10,10,8,0,85.75,11.80%,0 full defects,0,Green,2 full defects,,"April 1st, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
arabica,Thailand,PHU DUEN COFFEE FARM,May Big Lot,PANA Coffee,,Independent,1200,"Phu Chi Duean, Chiang Rai",Chawin Leungluesap,40,25 kg,Coffee Quality Institute,2023 / 2024,"July 12th, 2024",Chawin Leungluesap,Catimor,Completed,Washed / Wet,8,8.08,7.83,7.92,8.08,7.83,10,10,10,7.92,0,85.67,9.50%,0 full defects,0,,2 full defects,,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Kenya,Gulmarg Estate,SAS: 6827 AB TOP,Sasini Coffee Mill,,SASINI PLC,1800-2100,KIAMBU,SASINI PLC,100,60 kg,Kenya Coffee Traders Association,2023 / 2024,"May 14th, 2024",Eric Gatheca Gitau,SL28,Completed,Washed / Wet,8,7.92,8,7.92,7.92,7.92,10,10,10,8,0,85.67,10%,0 full defects,0,Greenish,2 full defects,,"May 14th, 2025",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
arabica,Vietnam,CÔNG TY TNHH MTV RẪY RỪNG,A029,DRY MILL,,HIEPHOICAPHEBUONMATHUOT,1200,KONTUM,CÔNG TY TNHH MTV RẪY RỪNG,8,60 kg,STONE VILLAGE LAB VIETNAM,2023 / 2024,"July 8th, 2024",HIEP HOI CA PHE BUON MA THUOT,Catimor,Completed,Natural / Dry,8.33,7.92,7.58,8.25,7.75,7.83,10,10,10,8,0,85.67,12%,0 full defects,0,Brown,0 full defects,,"July 8th, 2025",STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189
arabica,Thailand,Aphisit Bise,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,Coffee,1350,"Huai Chomphu, Mueang Chiang Rai, Chiang Rai",Aphisit Bise,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Aphisit Bise,Typica XL28,Completed,Washed / Wet,8.08,7.92,7.75,8.08,8.17,7.67,10,10,10,8,0,85.67,9.10%,0 full defects,0,,0 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Vietnam,8Ro Coffee Farm,1,8Ro Coffee Farm,,8Ro coffee&roaster,1500,"Thôn 2, Quảng Tín, Đăk Rlap, Đăk Nông",Đinh Tiên Bảo San,33,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Đinh Tiên Bảo San,Catimor,Completed,Natural / Dry,7.92,8,7.92,8.08,8,7.75,10,10,10,8,0,85.67,11.60%,0 full defects,0,Green,0 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Taiwan,大鋤花間咖啡生態農場(Dachu Coffee Estate),2024臺南市國產精品咖啡評鑑批次,大鋤花間咖啡生態農場(Dachu Coffee Estate),,Taiwan Coffee Laboratory,700,"台南市東山區 Dongshan Dist., Tainan City","郭雅聰(KUO,YA-TSUNG）",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023 / 2024,"July 22nd, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Venecia,Completed,Natural / Dry,8.17,8,7.83,7.75,7.92,7.83,10,10,10,8.08,0,85.58,10.40%,0 full defects,0,Green,0 full defects,,"July 22nd, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Indonesia,Joshua Tabuni,1,Joshua Tabuni,,Highland Roastery,1800,Papua,Joshua Tabuni,20,50 kg,5758 Coffee Lab,2024,"July 16th, 2024",Yafeth wetipo,Bourbon,Completed,Washed / Wet,8.08,8.17,7.75,8.08,7.83,7.67,10,10,10,8,0,85.58,12.40%,3 full defects,6,pale yellow,16 full defects,,"July 16th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Taiwan,花蓮縣秀林鄉特用作物(咖啡)產銷第一班The first group of special use in Xiulin Township,2024花蓮縣第8屆精品咖啡評鑑批次,花蓮縣秀林鄉特用作物(咖啡)產銷第一班The first group of special use in Xiulin Township,,Taiwan Coffee Laboratory,200-400,"花蓮縣秀林鄉 Hualien County,Show Linxia Township",李志祥 (Li zhi-xiang),1,13 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 4th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.92,7.92,7.92,7.92,7.92,8,10,10,10,8,0,85.58,9.20%,0 full defects,0,Blue-Green,0 full defects,,"October 4th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,琥珀社咖啡莊園 Amber Coffee Estate,"2024 Sustainable Specialty Coffee Farm Awards,S085",琥珀社咖啡莊園 Amber Coffee Estate,,Taiwan Coffee Laboratory,1020,"嘉義縣梅山鄉 Meishan Township, Chiayi County","陳合德 CHEN,HE-DE",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,8,8,7.92,8,7.83,7.83,10,10,10,8,0,85.58,10.10%,0 full defects,0,Pale Yellow,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Ethiopia,Mulugeta muntasha,0001,Mulugeta muntasha,010,明谦咖啡MingQian Coffee,2500 above,Sidama,Mulugeta muntasha,667,60 kg,Torch Coffee Company,2023,"May 29th, 2024",zhouzhilai 周志来,Ethiopian Heirlooms,Completed,Natural / Dry,8,8.17,7.83,7.92,7.67,7.92,10,10,10,8,0,85.5,10.30%,0 full defects,0,yellow-green,5 full defects,,"May 29th, 2025",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435
arabica,Panama,don robert,blend003,wet mill facility,29-73-0054,Kimbo S.P.A.,1100-1500,boquet,Robert jemeison,3,35 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,Catuai,Completed,Dynamic Cherry,8,8.08,7.83,8.08,7.75,7.58,10,10,10,8.17,0,85.5,11.60%,0 full defects,0,yellowish,3 full defects,,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
